rank,ticker,tradability_score,binary_score,score_liq,pass_liq,score_stab,pass_stab,score_spread,pass_spread,score_range,pass_range,score_vol,pass_vol,median_dollar_vol,cv_dollar_vol,cs_spread,range_median,vol_median,flags
966,HPK,48.7,3,45.83333333333333,1,76.38888888888889,1,25.735294117647058,0,86.02941176470588,1,9.722222222222221,0,3440000,0.5494,0.007205,0.0558,0.7192,WIDE_SPREAD
967,VSTM,48.6,3,81.12745098039215,1,50.65359477124183,1,10.784313725490192,0,91.38071895424837,1,9.191176470588236,0,12851223,0.6926,0.011189,0.0666,0.7324,WIDE_SPREAD|NO_SIGNAL
968,METC,48.4,3,98.52941176470588,1,28.594771241830063,1,15.359477124183007,0,95.91503267973856,1,3.7581699346405206,0,47319674,0.9268,0.009563,0.0771,0.898,WIDE_SPREAD
969,NCZ,48.4,3,10.294117647058822,0,41.01307189542484,1,91.33986928104575,1,15.277777777777779,0,83.98692810457517,1,691913,0.7716,0.001269,0.0129,0.1426,LOW_LIQ|NO_SIGNAL
970,GPRE,48.1,3,83.16993464052288,1,47.05882352941176,1,12.908496732026142,0,86.88725490196079,1,10.457516339869278,0,13747938,0.7199,0.010258,0.0568,0.6993,WIDE_SPREAD|NO_SIGNAL
971,SLDB,47.8,3,60.5392156862745,1,48.529411764705884,1,29.98366013071896,0,93.13725490196079,1,6.985294117647056,0,5860568,0.7097,0.006681,0.0694,0.7929,WIDE_SPREAD|FAT_TAIL
972,WYFI,47.7,3,88.48039215686273,1,27.20588235294118,1,23.36601307189542,0,98.52941176470588,1,0.7352941176470562,0,18199699,0.9574,0.007608,0.0923,1.2133,WIDE_SPREAD|BIG_GAPS
973,DBL,47.5,3,12.990196078431374,0,42.72875816993464,1,79.49346405228759,1,6.495098039215687,0,95.91503267973856,1,842750,0.7554,0.002304,0.0077,0.0638,LOW_LIQ
974,IIF,47.5,3,8.741830065359476,0,37.99019607843137,1,92.40196078431373,1,12.867647058823529,0,85.45751633986927,1,629602,0.7979,0.001156,0.0112,0.1281,LOW_LIQ|NO_SIGNAL
975,NECB,47.4,3,12.908496732026146,0,80.22875816993465,1,34.068627450980394,0,44.0359477124183,1,65.76797385620915,1,837073,0.5334,0.006137,0.027,0.2644,LOW_LIQ|WIDE_SPREAD
976,RDW,46.9,3,99.10130718954248,1,16.176470588235293,1,20.506535947712422,0,96.32352941176471,1,2.287581699346408,0,62377619,1.2602,0.008413,0.0789,0.993,WIDE_SPREAD|BIG_GAPS|NO_SIGNAL|FAT_TAIL
977,RGNX,46.9,3,65.84967320261438,1,61.60130718954249,1,8.16993464052288,0,90.44117647058823,1,8.333333333333337,0,6938316,0.6274,0.012716,0.0644,0.7569,WIDE_SPREAD|NO_SIGNAL
978,JGH,46.8,3,14.37908496732026,0,32.43464052287581,1,85.70261437908498,1,8.374183006535947,0,92.97385620915033,1,909345,0.8695,0.001764,0.0084,0.076,LOW_LIQ|FAT_TAIL
979,AMLX,46.1,3,83.49673202614379,1,39.133986928104584,1,7.189542483660127,0,87.5,1,13.153594771241828,0,13881350,0.7882,0.013099,0.0579,0.644,WIDE_SPREAD|NO_SIGNAL
980,RIV,46.1,3,13.88888888888889,0,41.17647058823529,1,73.03921568627452,1,11.233660130718954,0,91.33986928104575,1,885527,0.7695,0.002827,0.0103,0.0841,LOW_LIQ
981,QUBT,45.8,3,100.0,1,19.281045751633986,1,12.254901960784315,0,95.79248366013073,1,1.552287581699341,0,219627479,1.1389,0.010547,0.077,1.0711,WIDE_SPREAD|BIG_GAPS
982,SKYT,45.5,3,90.359477124183,1,14.13398692810458,1,27.369281045751638,0,88.15359477124183,1,7.271241830065356,0,19605744,1.4026,0.006998,0.0594,0.7869,WIDE_SPREAD|NO_SIGNAL
983,MRLN,45.5,3,27.696078431372552,1,5.718954248366015,0,96.32352941176471,1,2.5735294117647056,0,95.42483660130719,1,1700562,2.2795,0.000287,0.0039,0.0667,GAPS|UNSTABLE_VOL|FAT_TAIL
984,WLTH,45.0,3,82.43464052287581,1,40.44117647058824,1,5.800653594771243,0,88.27614379084967,1,7.924836601307195,0,13465275,0.7749,0.014064,0.0596,0.7704,WIDE_SPREAD
985,WTBA,45.0,3,9.313725490196079,0,73.65196078431373,1,38.56209150326797,0,43.504901960784316,1,59.885620915032675,1,651961,0.5616,0.005708,0.0267,0.2831,LOW_LIQ|WIDE_SPREAD
986,FEIM,44.9,3,68.05555555555556,1,44.19934640522876,1,13.970588235294112,0,91.66666666666666,1,6.5359477124183,0,7519690,0.7458,0.009929,0.0667,0.8002,WIDE_SPREAD|FAT_TAIL
987,SCD,44.7,3,15.11437908496732,0,42.64705882352941,1,64.70588235294117,1,15.563725490196079,0,85.5392156862745,1,998422,0.7563,0.00352,0.013,0.1276,LOW_LIQ|FAT_TAIL
988,FINS,44.6,3,7.761437908496732,0,34.64052287581699,1,78.83986928104575,1,9.558823529411764,0,91.95261437908496,1,595991,0.8386,0.002341,0.009,0.0809,LOW_LIQ
989,BCML,44.6,3,6.781045751633987,0,72.22222222222221,1,35.45751633986928,0,40.400326797385624,1,68.34150326797386,1,538139,0.5704,0.006044,0.0256,0.2522,LOW_LIQ|WIDE_SPREAD
990,MCR,44.6,3,3.758169934640523,0,39.33823529411765,1,76.87908496732025,1,7.230392156862746,0,95.79248366013073,1,355167,0.7849,0.002519,0.008,0.064,LOW_LIQ
991,PNRG,44.5,3,74.4281045751634,1,43.30065359477124,1,10.457516339869278,0,79.33006535947712,1,15.032679738562093,0,9641140,0.7517,0.011453,0.0464,0.6099,WIDE_SPREAD
992,OVLY,44.5,3,2.7777777777777777,0,29.61601307189542,1,95.50653594771242,1,22.426470588235293,0,72.140522875817,1,280122,0.9123,0.000582,0.0193,0.2363,LOW_LIQ
993,NREF,44.4,3,8.088235294117647,0,69.6078431372549,1,41.17647058823529,0,34.885620915032675,1,68.4640522875817,1,602909,0.5841,0.005499,0.0236,0.2518,LOW_LIQ|WIDE_SPREAD
994,MBAV,44.2,3,18.21895424836601,1,7.434640522875813,0,95.26143790849673,1,2.369281045751634,0,97.4673202614379,1,1114459,2.0049,0.000673,0.0038,0.0463,GAPS|UNSTABLE_VOL|FAT_TAIL
995,SPXX,43.8,3,11.192810457516341,0,18.137254901960787,1,91.25816993464052,1,11.56045751633987,0,86.68300653594771,1,761919,1.1756,0.001275,0.0104,0.1164,LOW_LIQ
996,UAMY,43.7,3,98.12091503267973,1,14.746732026143794,1,5.392156862745101,0,99.26470588235294,1,1.06209150326797,0,43126802,1.3429,0.014356,0.1017,1.1742,WIDE_SPREAD|BIG_GAPS
997,FOF,43.7,3,9.395424836601308,0,36.111111111111114,1,72.54901960784314,1,11.233660130718954,0,89.37908496732027,1,652640,0.8194,0.002881,0.0103,0.0975,LOW_LIQ|FAT_TAIL
998,NWAX,43.7,3,8.415032679738562,0,14.746732026143794,1,94.93464052287581,1,2.2058823529411766,0,98.32516339869281,1,619307,1.3429,0.000763,0.0032,0.0285,LOW_LIQ
999,RBB,43.6,3,14.297385620915032,0,58.82352941176471,1,43.872549019607845,0,43.872549019607845,1,57.02614379084967,1,907998,0.6411,0.005302,0.0269,0.2937,LOW_LIQ|WIDE_SPREAD|NO_SIGNAL
1000,CAF,43.6,3,3.8398692810457518,0,21.73202614379085,1,95.91503267973856,1,15.073529411764705,0,81.61764705882352,1,357153,1.0741,0.000429,0.0128,0.1765,LOW_LIQ
1001,STAA,43.1,3,88.6437908496732,1,4.983660130718959,0,34.31372549019608,0,66.50326797385621,1,21.282679738562095,1,18404075,2.4186,0.006123,0.0381,0.5321,UNSTABLE_VOL|WIDE_SPREAD|NO_SIGNAL
1002,ETHM,43.1,3,19.11764705882353,1,0.9803921568627416,0,95.66993464052288,1,2.083333333333333,0,97.87581699346404,1,1177686,4.8166,0.00055,0.0029,0.034,GAPS|UNSTABLE_VOL|FAT_TAIL
1003,URGN,43.0,3,87.41830065359477,1,18.954248366013072,1,9.23202614379085,0,88.97058823529412,1,10.539215686274506,0,17185278,1.1469,0.011875,0.061,0.6928,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
1004,EYPT,43.0,3,78.26797385620915,1,29.003267973856207,1,9.313725490196079,0,89.05228758169935,1,9.477124183006536,0,11449898,0.9237,0.011815,0.0613,0.7242,WIDE_SPREAD
1005,REFI,43.0,3,21.405228758169933,1,51.55228758169934,1,43.13725490196079,0,21.405228758169933,0,77.36928104575163,1,1302945,0.6855,0.005351,0.0186,0.2066,WIDE_SPREAD|FAT_TAIL
1006,RXST,42.9,3,70.01633986928104,1,27.450980392156865,1,18.954248366013072,0,85.04901960784314,1,12.826797385620914,0,8165873,0.9447,0.008756,0.0539,0.6478,WIDE_SPREAD|FAT_TAIL
1007,ACDC,42.9,3,59.72222222222222,1,46.73202614379085,1,11.274509803921573,0,91.09477124183006,1,5.555555555555558,0,5592334,0.7226,0.010932,0.0662,0.8339,PENNY|WIDE_SPREAD|FAT_TAIL
1008,LMNR,42.8,3,14.215686274509803,0,61.84640522875817,1,31.127450980392158,0,45.874183006535944,1,60.86601307189543,1,907983,0.6267,0.006503,0.0278,0.2784,LOW_LIQ|WIDE_SPREAD
1009,RCS,42.8,3,10.947712418300654,0,38.48039215686274,1,65.19607843137256,1,19.0359477124183,0,80.22875816993465,1,749070,0.7938,0.003474,0.017,0.1901,LOW_LIQ|FAT_TAIL
1010,SABA,42.8,3,6.862745098039216,0,43.790849673202615,1,61.60130718954249,1,14.74673202614379,0,87.17320261437908,1,538611,0.7486,0.003778,0.0126,0.1126,LOW_LIQ|FAT_TAIL
1011,ORIC,42.6,3,78.18627450980392,1,21.405228758169937,1,7.843137254901967,0,89.91013071895425,1,15.76797385620915,0,11419276,1.0797,0.012838,0.0627,0.6044,WIDE_SPREAD|FAT_TAIL
1012,VOYG,42.4,3,95.83333333333334,1,8.496732026143794,1,8.088235294117652,0,93.62745098039215,1,6.045751633986929,0,33254117,1.9183,0.012726,0.0708,0.8187,WIDE_SPREAD
1013,BCSS,42.4,3,1.7973856209150325,0,11.43790849673203,1,98.44771241830065,1,1.3480392156862746,0,99.18300653594771,1,208472,1.5754,0.0,0.0015,0.0208,LOW_LIQ|GAPS
1014,PURR,42.3,3,80.71895424836602,1,29.33006535947712,1,0.6535947712418277,0,99.34640522875817,1,1.4705882352941124,0,12585334,0.9183,0.021055,0.1032,1.0756,PENNY|WIDE_SPREAD|BIG_GAPS
1015,LENZ,42.1,3,81.37254901960785,1,24.836601307189543,1,5.147058823529416,0,90.56372549019608,1,8.660130718954251,0,12916599,1.0077,0.014675,0.0646,0.7401,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
1016,ARCT,42.1,3,55.06535947712419,1,12.173202614379086,1,41.99346405228758,0,89.33823529411765,1,12.173202614379086,0,4914878,1.5331,0.005461,0.0616,0.6623,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
1017,FTK,42.1,3,54.98366013071896,1,47.549019607843135,1,8.986928104575165,0,85.25326797385621,1,13.807189542483655,0,4882672,0.7147,0.011943,0.0542,0.6255,WIDE_SPREAD|NO_SIGNAL
1018,JCE,42.1,3,5.310457516339869,0,32.27124183006536,1,70.7516339869281,1,15.890522875816993,0,86.02941176470588,1,469744,0.8711,0.003039,0.0131,0.1199,LOW_LIQ
1019,KF,42.0,3,3.349673202614379,0,20.343137254901965,1,98.44771241830065,1,18.341503267973856,0,69.36274509803921,1,335718,1.1166,0.0,0.0166,0.2477,LOW_LIQ|FAT_TAIL
1020,SENS,41.6,3,39.29738562091503,1,44.607843137254896,1,26.797385620915037,0,85.70261437908496,1,11.601307189542487,0,2678904,0.7424,0.007066,0.055,0.6697,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
1021,MBVI,41.5,3,1.5522875816993464,0,7.59803921568627,1,98.44771241830065,1,1.3480392156862746,0,98.52941176470588,1,179246,1.9964,0.0,0.0015,0.0276,LOW_LIQ|GAPS
1022,DMII,41.5,3,1.3071895424836601,0,8.088235294117652,1,98.44771241830065,1,0.8169934640522877,0,99.01960784313727,1,155116,1.9718,0.0,0.001,0.022,LOW_LIQ|GAPS
1023,VIA,41.4,3,78.75816993464052,1,13.807189542483655,1,16.584967320261434,0,89.13398692810458,1,8.496732026143794,0,11564298,1.4234,0.009214,0.0614,0.7423,WIDE_SPREAD
1024,BCAX,41.3,3,66.09477124183006,1,33.90522875816993,1,3.104575163398693,0,89.74673202614379,1,13.643790849673199,0,6989322,0.8455,0.016296,0.0624,0.6271,WIDE_SPREAD|FAT_TAIL
1025,UTMD,41.3,3,10.130718954248366,0,45.01633986928104,1,42.72875816993464,0,32.6797385620915,1,76.06209150326796,1,678620,0.7367,0.005395,0.023,0.2145,LOW_LIQ|WIDE_SPREAD
1026,UPB,41.2,3,66.91176470588235,1,20.179738562091497,1,17.156862745098035,0,92.72875816993465,1,9.191176470588236,0,7168568,1.1192,0.009082,0.0686,0.7324,WIDE_SPREAD|FAT_TAIL
1027,ALMU,41.2,3,59.31372549019608,1,41.95261437908496,1,4.90196078431373,0,97.95751633986927,1,1.715686274509809,0,5541071,0.7634,0.014839,0.086,1.0492,WIDE_SPREAD
1028,SPIR,41.2,3,58.251633986928105,1,10.784313725490192,1,40.60457516339869,0,89.74673202614379,1,6.821895424836599,0,5366418,1.6173,0.005545,0.0624,0.7933,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
1029,BBNX,41.1,3,77.45098039215686,1,20.09803921568627,1,6.617647058823528,0,91.66666666666666,1,9.80392156862745,0,11047352,1.1193,0.013432,0.0667,0.717,WIDE_SPREAD|FAT_TAIL
1030,PSNL,41.1,3,68.62745098039215,1,31.209150326797385,1,9.068627450980394,0,92.93300653594771,1,3.839869281045749,0,7644651,0.8802,0.011933,0.0687,0.8942,WIDE_SPREAD|FAT_TAIL
1031,ALCO,41.0,3,13.725490196078432,0,51.96078431372548,1,40.032679738562095,0,25.89869281045752,1,73.36601307189542,1,877586,0.6826,0.005582,0.0209,0.2296,LOW_LIQ|WIDE_SPREAD|NO_SIGNAL
1032,FTW,41.0,3,4.003267973856209,0,9.477124183006536,1,90.60457516339869,1,2.369281045751634,0,98.44771241830065,1,380657,1.7507,0.00132,0.0038,0.0279,LOW_LIQ|NO_EDGE|FAT_TAIL
1033,SOR,40.8,3,4.411764705882353,0,44.85294117647059,1,48.5702614379085,1,19.526143790849673,0,86.84640522875817,1,407724,0.7382,0.004873,0.0174,0.1159,LOW_LIQ|FAT_TAIL
1034,TG,40.7,3,11.27450980392157,0,51.388888888888886,1,40.114379084967325,0,52.246732026143796,1,48.44771241830066,1,763700,0.6868,0.005581,0.0309,0.3478,LOW_LIQ|WIDE_SPREAD|FAT_TAIL
1035,FPH,40.5,3,12.663398692810457,0,51.87908496732025,1,26.71568627450981,0,51.9607843137255,1,59.150326797385624,1,818910,0.6831,0.007072,0.0307,0.2846,LOW_LIQ|WIDE_SPREAD|FAT_TAIL
1036,AOMR,40.5,3,10.866013071895425,0,36.51960784313726,1,56.290849673202615,1,23.325163398692812,0,75.32679738562092,1,741362,0.8147,0.004209,0.0198,0.2197,LOW_LIQ|FAT_TAIL
1037,PVLA,39.9,3,77.859477124183,1,16.74836601307189,1,2.8594771241830075,0,93.21895424836602,1,8.578431372549023,0,11301125,1.2361,0.016752,0.0697,0.7414,WIDE_SPREAD
1038,MNTN,39.9,3,74.83660130718954,1,10.212418300653592,1,13.235294117647056,0,85.58006535947712,1,15.849673202614378,0,9794540,1.674,0.010211,0.0547,0.6032,WIDE_SPREAD|FAT_TAIL
1039,ANNX,39.9,3,60.62091503267973,1,28.83986928104575,1,9.395424836601308,0,92.48366013071896,1,8.006535947712424,0,5885160,0.9256,0.011809,0.0682,0.7691,PENNY|WIDE_SPREAD|NO_SIGNAL
1040,EBS,39.7,3,67.23856209150327,1,27.042483660130724,1,13.398692810457513,0,79.49346405228758,1,11.43790849673203,0,7248832,0.959,0.010192,0.0466,0.6719,WIDE_SPREAD|FAT_TAIL
1041,CEPT,39.5,3,38.72549019607843,1,7.352941176470584,0,52.2875816993464,1,21.52777777777778,0,77.77777777777779,1,2645979,2.0177,0.004507,0.0187,0.2032,UNSTABLE_VOL|FAT_TAIL
1042,CGEM,39.4,3,57.92483660130719,1,29.166666666666664,1,7.0261437908496704,0,89.33823529411765,1,13.725490196078427,0,5318553,0.9209,0.013207,0.0616,0.6267,WIDE_SPREAD|NO_SIGNAL
1043,XPOF,39.4,3,49.673202614379086,1,39.62418300653595,1,9.80392156862745,0,82.1078431372549,1,15.686274509803921,0,3949361,0.7806,0.011719,0.0495,0.6047,WIDE_SPREAD|FAT_TAIL
1044,TH,39.4,3,40.60457516339869,1,7.107843137254899,0,41.25816993464052,0,62.33660130718954,1,45.54738562091504,1,2776331,2.0324,0.005498,0.0359,0.3669,UNSTABLE_VOL|WIDE_SPREAD|FAT_TAIL
1045,LMRI,39.3,3,71.81372549019608,1,16.094771241830063,1,6.045751633986929,0,95.34313725490196,1,7.189542483660127,0,8677900,1.2655,0.01396,0.0759,0.7887,WIDE_SPREAD|FAT_TAIL
1046,TRDA,39.1,3,24.754901960784316,1,61.192810457516345,1,8.74183006535948,0,86.6421568627451,1,14.13398692810458,0,1515858,0.6299,0.012106,0.0566,0.6227,WIDE_SPREAD
1047,MYFW,39.1,3,9.558823529411764,0,41.83006535947712,1,31.781045751633986,0,45.874183006535944,1,66.33986928104575,1,664400,0.7659,0.006435,0.0278,0.2622,LOW_LIQ|WIDE_SPREAD|FAT_TAIL
1048,BBCP,39.1,3,8.169934640522875,0,68.99509803921569,1,13.56209150326797,0,66.91176470588235,1,37.7859477124183,1,607902,0.5863,0.010134,0.0383,0.4116,LOW_LIQ|WIDE_SPREAD|FAT_TAIL
1049,USCB,39.1,3,4.901960784313726,0,40.032679738562095,1,45.09803921568627,0,39.624183006535944,1,65.84967320261438,1,441281,0.778,0.005201,0.0253,0.2634,LOW_LIQ|WIDE_SPREAD|FAT_TAIL
1050,BKKT,39.0,3,81.04575163398692,1,8.905228758169937,1,6.127450980392157,0,98.81535947712419,1,0.32679738562091387,0,12715960,1.873,0.013775,0.0942,1.4585,WIDE_SPREAD|BIG_GAPS|NO_SIGNAL|FAT_TAIL
1051,CMPX,39.0,3,60.130718954248366,1,29.90196078431373,1,1.9607843137254943,0,88.88888888888889,1,14.215686274509808,0,5720284,0.9022,0.017623,0.0609,0.6219,WIDE_SPREAD
1052,KMTS,38.8,3,57.02614379084967,1,30.228758169934643,1,2.450980392156865,0,89.58333333333334,1,14.869281045751636,0,5239684,0.899,0.017273,0.0622,0.6146,WIDE_SPREAD|NO_SIGNAL
1053,KDK,38.8,3,52.12418300653595,1,20.424836601307195,1,18.38235294117647,0,93.4640522875817,1,9.395424836601308,0,4378914,1.1128,0.008811,0.0703,0.7272,WIDE_SPREAD
1054,SION,38.7,3,63.56209150326797,1,23.529411764705888,1,4.3300653594771195,0,94.15849673202614,1,7.679738562091498,0,6562396,1.0394,0.015403,0.073,0.7801,WIDE_SPREAD
1055,MNPR,38.7,3,59.967320261437905,1,23.202614379084963,1,7.924836601307195,0,94.56699346405229,1,7.761437908496727,0,5710147,1.0439,0.012758,0.0741,0.78,WIDE_SPREAD|NO_SIGNAL
1056,MAZE,38.6,3,72.4673202614379,1,11.192810457516345,1,0.8986928104575131,0,93.30065359477125,1,15.114379084967322,0,8842510,1.5792,0.019902,0.0699,0.6097,WIDE_SPREAD|FAT_TAIL
1057,ASUR,38.5,3,10.457516339869281,0,63.888888888888886,1,13.0718954248366,0,68.83169934640523,1,36.39705882352941,1,711937,0.614,0.010224,0.0393,0.421,LOW_LIQ|WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
1058,FMAO,38.4,3,5.9640522875816995,0,60.86601307189543,1,22.87581699346405,0,60.45751633986928,1,41.748366013071895,1,503604,0.6338,0.007725,0.0349,0.391,LOW_LIQ|WIDE_SPREAD
1059,STGW,38.3,3,64.86928104575163,1,4.003267973856206,0,32.35294117647059,0,71.40522875816994,1,19.11764705882353,1,6768742,2.6701,0.006359,0.0402,0.5605,UNSTABLE_VOL|WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
1060,GWRS,38.3,3,6.045751633986928,0,46.24183006535948,1,43.872549019607845,0,35.25326797385621,1,60.29411764705883,1,503649,0.7245,0.005302,0.0237,0.2812,LOW_LIQ|WIDE_SPREAD|FAT_TAIL
1061,TSBK,38.3,3,5.147058823529411,0,18.545751633986928,1,76.55228758169935,1,23.570261437908496,0,67.85130718954248,1,456187,1.1584,0.002528,0.0199,0.2558,LOW_LIQ
1062,LPTH,38.2,3,71.24183006535948,1,17.40196078431373,1,2.5326797385620936,0,96.73202614379085,1,3.0228758169934644,0,8594145,1.2064,0.016956,0.0802,0.9412,WIDE_SPREAD
1063,MASS,38.2,3,33.82352941176471,1,42.892156862745104,1,11.356209150326801,0,88.27614379084967,1,14.542483660130722,0,2181627,0.7543,0.010882,0.0596,0.6198,WIDE_SPREAD|FAT_TAIL
1064,NMAX,38.0,3,70.91503267973856,1,13.0718954248366,1,9.722222222222221,0,85.13071895424837,1,11.029411764705888,0,8481640,1.4629,0.011722,0.0541,0.6821,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
1065,NWFL,37.8,3,6.454248366013073,0,34.43627450980392,1,42.238562091503276,0,37.00980392156863,1,68.95424836601308,1,528340,0.8409,0.005431,0.0245,0.2492,LOW_LIQ|WIDE_SPREAD
1066,PSBD,37.5,3,9.722222222222223,0,38.725490196078425,1,18.872549019607842,0,38.6437908496732,1,81.37254901960785,1,665499,0.7922,0.008773,0.025,0.1814,LOW_LIQ|WIDE_SPREAD|NO_EDGE
1067,BRCB,37.0,3,69.28104575163398,1,9.722222222222221,1,2.3692810457516367,0,90.93137254901961,1,12.663398692810457,0,7732938,1.7269,0.017386,0.0659,0.6527,WIDE_SPREAD|NO_SIGNAL
1068,CZNC,37.0,3,10.53921568627451,0,33.04738562091504,1,40.23692810457516,0,29.942810457516337,1,71.40522875816994,1,712629,0.8597,0.005569,0.0223,0.2393,LOW_LIQ|WIDE_SPREAD
1069,CYRX,36.8,3,48.69281045751634,1,16.666666666666664,1,19.0359477124183,0,83.57843137254902,1,16.176470588235293,0,3775699,1.242,0.008754,0.0516,0.6004,WIDE_SPREAD
1070,ATLO,36.8,3,2.941176470588235,0,28.104575163398692,1,53.83986928104575,1,22.67156862745098,0,76.38888888888889,1,309926,0.9333,0.004403,0.0195,0.2126,LOW_LIQ
1071,LIFE,36.7,3,59.55882352941176,1,12.377450980392158,1,0.32679738562091387,0,98.2843137254902,1,12.99019607843137,0,5580087,1.5215,0.022416,0.0891,0.6446,WIDE_SPREAD
1072,CTEV,36.7,3,53.75816993464052,1,23.8562091503268,1,10.212418300653592,0,91.38071895424837,1,4.044117647058821,0,4611276,1.0309,0.011549,0.0666,0.886,WIDE_SPREAD|FAT_TAIL
1073,INSG,36.7,3,27.124183006535947,1,30.637254901960787,1,24.50980392156863,0,87.29575163398692,1,14.052287581699341,0,1674008,0.8873,0.007434,0.0576,0.6242,WIDE_SPREAD
1074,NEGG,36.6,3,65.27777777777779,1,11.356209150326801,1,6.454248366013071,0,99.75490196078431,1,0.08169934640522847,0,6852841,1.5762,0.013576,0.1076,1.5662,WIDE_SPREAD|NO_SIGNAL
1075,RHLD,36.6,3,61.51960784313726,1,18.38235294117647,1,4.248366013071891,0,93.05555555555556,1,5.718954248366015,0,6031213,1.1681,0.015525,0.069,0.8298,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
1076,AMPY,36.6,3,43.21895424836602,1,14.215686274509808,1,32.43464052287581,0,82.88398692810458,1,10.212418300653592,0,3109378,1.398,0.006339,0.0509,0.7114,WIDE_SPREAD|NO_SIGNAL
1077,ZBIO,36.5,3,65.11437908496733,1,14.052287581699341,1,4.003267973856206,0,97.63071895424837,1,1.6339869281045805,0,6809043,1.4107,0.015653,0.0835,1.0548,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
1078,TECX,36.5,3,58.08823529411765,1,21.486928104575163,1,1.06209150326797,0,92.72875816993465,1,8.986928104575165,0,5332185,1.0774,0.019323,0.0686,0.7347,WIDE_SPREAD|FAT_TAIL
1079,OSS,36.5,3,47.22222222222222,1,10.702614379084963,1,23.692810457516345,0,97.140522875817,1,3.5947712418300637,0,3592777,1.6295,0.007563,0.0825,0.9116,WIDE_SPREAD|NO_SIGNAL
1080,EFSI,36.3,3,5.228758169934641,0,9.558823529411764,1,72.30392156862744,1,22.54901960784314,0,71.73202614379085,1,464429,1.7503,0.002895,0.0194,0.2375,LOW_LIQ|NO_SIGNAL|FAT_TAIL
1081,SATL,36.1,3,63.807189542483655,1,10.37581699346405,1,6.5359477124183,0,96.48692810457517,1,3.1862745098039214,0,6622582,1.6501,0.013563,0.0795,0.9329,PENNY|WIDE_SPREAD|BIG_GAPS|NO_SIGNAL|FAT_TAIL
1082,CLPT,35.9,3,60.049019607843135,1,9.640522875816993,1,12.581699346405228,0,87.58169934640523,1,9.640522875816993,0,5712438,1.7499,0.010379,0.0581,0.7202,WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
1083,ASMB,35.9,3,33.41503267973856,1,23.65196078431373,1,23.529411764705888,0,83.12908496732027,1,16.013071895424837,0,2151230,1.0379,0.007596,0.0512,0.601,WIDE_SPREAD|NO_SIGNAL
1084,OFLX,35.7,3,14.052287581699346,0,43.872549019607845,1,14.70588235294118,0,67.97385620915033,1,37.7859477124183,1,903023,0.7481,0.009775,0.0388,0.4116,LOW_LIQ|WIDE_SPREAD|FAT_TAIL
1085,AGL,35.5,3,62.33660130718954,1,13.235294117647056,1,2.941176470588236,0,96.24183006535948,1,2.777777777777779,0,6212054,1.4542,0.016539,0.0784,0.9639,WIDE_SPREAD|FAT_TAIL
1086,VNDA,35.5,3,43.05555555555556,1,2.287581699346408,0,32.761437908496724,0,72.22222222222221,1,27.042483660130724,1,3097340,3.3463,0.006284,0.0408,0.4874,UNSTABLE_VOL|WIDE_SPREAD|FAT_TAIL
1087,MVBF,35.3,3,15.032679738562091,0,28.717320261437905,1,29.656862745098035,0,39.624183006535944,1,63.27614379084967,1,979159,0.9266,0.006724,0.0253,0.2724,LOW_LIQ|WIDE_SPREAD
1088,ATNI,35.3,3,12.254901960784313,0,39.950980392156865,1,20.75163398692811,0,70.83333333333334,1,32.638888888888886,1,813578,0.7784,0.008345,0.04,0.4452,LOW_LIQ|WIDE_SPREAD|NO_SIGNAL|FAT_TAIL
1089,SEPN,35.1,3,54.8202614379085,1,2.5326797385620936,0,13.480392156862742,0,86.88725490196079,1,17.647058823529417,1,4868895,3.2523,0.010181,0.0568,0.577,UNSTABLE_VOL|WIDE_SPREAD
1090,PCYO,35.1,3,5.473856209150327,0,33.16993464052288,1,42.56535947712419,0,37.00980392156863,1,57.35294117647059,1,473142,0.8591,0.00541,0.0245,0.2918,LOW_LIQ|WIDE_SPREAD
1091,OBT,35.0,3,12.745098039215685,0,21.16013071895425,1,34.80392156862745,0,51.388888888888886,1,55.06535947712419,1,829659,1.0897,0.006105,0.0305,0.3053,LOW_LIQ|WIDE_SPREAD|FAT_TAIL
1092,DRUG,34.9,3,53.59477124183007,1,13.888888888888884,1,5.065359477124187,0,91.91176470588235,1,9.885620915032678,0,4591799,1.4154,0.014715,0.0668,0.7162,WIDE_SPREAD|NO_SIGNAL
1093,ACTG,34.9,3,9.640522875816995,0,19.362745098039213,1,42.892156862745104,0,57.393790849673195,1,45.261437908496724,1,665211,1.1364,0.00537,0.0336,0.3675,LOW_LIQ|PENNY|WIDE_SPREAD
1094,DBI,34.8,3,48.36601307189542,1,14.950980392156865,1,15.032679738562093,0,89.58333333333334,1,5.9640522875817,0,3744312,1.3222,0.0097,0.0622,0.8214,WIDE_SPREAD
